Unnamed: 0,trans_date_trans_time,cc_num,merchant,category,amt,first,last,gender,street,city,state,zip,latitude,longitude,city_pop,job,dob,trans_num,unix_time,merch_lat,merch_long,is_fraud
184715,8/24/2020 22:34,4.65849E+15,"fraud_Bernhard, Grant and Langworth",shopping_pos,675.79,Tara,Richards,F,4879 Cristina Station,Keisterville,PA,15449,39.9636,-79.7853,184,Systems developer,11/4/1945,a2939872e2c7066c84eb872809edb828,1377383647,40.145879,-79.478815,1
79083,7/19/2020 4:39,4.43E+18,fraud_Kiehn Inc,grocery_pos,276.43,Richard,Waters,M,7683 Natasha Way Apt. 945,Waukesha,WI,53186,42.9993,-88.2196,95015,"Therapist, occupational",1/2/1946,8f7e0802bc1fc5c0ab7c0abf42b20574,1374208751,43.592156,-88.313107,1
282353,10/4/2020 23:14,3.05109E+13,fraud_Kris-Padberg,shopping_pos,893.45,Frederick,Robinson,M,1125 Ray Track,Livonia,MI,48154,42.3958,-83.3772,96942,Horticultural consultant,4/1/1965,15b339970c804d2f839bfedd7b202328,1380928477,42.477086,-83.089779,1
38779,7/5/2020 1:46,4.99E+18,fraud_Bradtke PLC,grocery_pos,338.47,Vanessa,Anderson,F,21178 Brittney Locks,Prosperity,SC,29127,34.1832,-81.5324,8333,Archaeologist,7/9/1994,7024b5e078a38e856a02e749353d3c48,1372988778,33.852327,-80.962576,1
58582,7/11/2020 22:12,5.01883E+11,fraud_Doyle Ltd,grocery_pos,278.9,Melissa,Phillips,F,5069 Scott Pass Apt. 654,Meadville,MS,39653,31.4285,-90.8578,2799,"Therapist, horticultural",1/21/1961,fd6e027d5d89e6f653cb354da51957da,1373580760,32.107481,-90.853196,1
58743,7/11/2020 23:42,6.75962E+11,fraud_O'Keefe-Wisoky,food_dining,123.61,Christopher,Cummings,M,478 George Course Apt. 056,Sprague,NE,68438,40.6267,-96.7456,142,Chiropodist,8/24/1967,6b5dd984b11ee6be13e29a9e96e832fd,1373586166,40.09257,-96.554099,1
396945,11/23/2020 22:37,5.15205E+15,"fraud_Denesik, Powlowski and Pouros",home,18.8,Jim,Johnson,M,868 Brady Mill Apt. 837,Gretna,LA,70056,29.8872,-90.0331,55581,Biomedical scientist,9/12/1972,53979521d1cd2448d93fcc4776c9dd62,1385246275,29.082461,-90.753153,0
274178,9/30/2020 23:41,1.80021E+14,"fraud_Daugherty, Pouros and Beahan",shopping_pos,1320.92,John,Lewis,M,7908 Derrick Mount,Morrowville,KS,66958,39.8616,-97.1825,314,Chemical engineer,3/17/2002,1352f5f821b77b49df4bc2329e5e249e,1380584498,39.679602,-97.038867,1
541715,12/28/2020 19:26,3.52754E+15,fraud_Volkman-Predovic,shopping_net,8.57,Teresa,Stein,F,2838 White Fields Apt. 473,Brunson,SC,29911,32.9413,-81.1807,1725,Social researcher,12/5/1974,02b2f66bc3f24f65e831a9f2f7287494,1388258806,31.945302,-82.178283,0
304567,10/13/2020 23:35,4.12977E+15,"fraud_Roberts, Daniel and Macejkovic",kids_pets,21.23,Cheryl,Ballard,F,248 James Squares Apt. 838,Halstad,MN,56548,47.3551,-96.798,771,"Scientist, audiological",6/14/1972,ef0c884f7004aab9a899c9f0dc17ade5,1381707346,47.184637,-97.741828,1
314371,10/18/2020 23:55,3.78858E+14,"fraud_Bahringer, Schoen and Corkery",shopping_pos,1093.63,Debra,Eaton,F,72743 Brian Run,Paradise Valley,AZ,85253,33.5494,-111.9565,17047,Building surveyor,1/29/1935,27de7e60fd19bdf78807ae76f9c49b18,1382140550,33.459193,-112.687258,1
90114,7/22/2020 2:22,4.19574E+12,"fraud_Olson, Becker and Koch",gas_transport,9.31,Benjamin,Robinson,M,0701 John Ranch,Portland,OR,97210,45.5303,-122.7033,841711,"Engineer, building services",4/4/1963,bb07c9171256dce872000c1766c15854,1374459737,44.901522,-122.60014,1
454568,12/9/2020 3:54,3.0093E+13,"fraud_Heathcote, Yost and Kertzmann",shopping_net,1155.37,Jessica,Terry,F,6412 Elizabeth Gardens Suite 633,Maysville,KY,41056,38.6207,-83.8067,14228,Advertising account executive,3/26/1971,09b375d607601b7760e96f42586db433,1386561267,38.362509,-82.961138,1
36334,7/4/2020 1:30,3.58926E+15,fraud_Bednar Group,misc_net,685.26,David,Miller,M,622 Bradley Knoll Apt. 758,Hancock,MD,21750,39.6991,-78.1762,3766,Press photographer,2/14/1984,4ec394c1ee618630a9b35d47653000bf,1372901456,39.093353,-78.094325,1
403273,11/26/2020 23:25,3.58704E+15,fraud_McGlynn-Heathcote,misc_net,836.44,Christian,Roman,M,495 Fisher Throughway,Grand Junction,TN,38039,35.0659,-89.1534,1804,Clothing/textile technologist,10/15/1974,6d672e8764fe15891d9325e29645cc64,1385508317,34.890666,-89.834959,1
149198,8/11/2020 22:26,2.28374E+15,fraud_McCullough LLC,misc_pos,2.45,Shannon,Williams,F,9345 Spencer Junctions Suite 183,Alpharetta,GA,30009,34.077,-84.3033,165556,Prison officer,12/27/1997,b1d72d98a52df75df23a7c8ef571be29,1376259990,34.645018,-83.334544,0
306156,10/14/2020 23:48,3.41543E+14,"fraud_Johnson, Runolfsdottir and Mayer",misc_net,806.79,Billy,Mcdonald,M,304 Ryan Port Suite 335,Camden,MO,64017,39.2048,-94.0259,464,Colour technologist,5/28/1959,e71215719785073ee70305bcee532d61,1381794485,38.741744,-94.696218,1
554221,12/31/2020 15:24,3.59519E+15,fraud_Roberts-Beahan,misc_pos,25.51,Dustin,Roberts,M,3283 James Station,Fayetteville,NC,28314,35.0583,-79.008,238602,"Scientist, research (maths)",5/14/1993,cdf7fc4104e8365606a5f18060535524,1388503452,34.579574,-78.094984,0
425181,12/2/2020 22:46,3.588E+15,"fraud_Romaguera, Cruickshank and Greenholt",shopping_net,926.72,Jason,Johnson,M,5942 Thomas Park,Craig,AK,99921,55.4732,-133.1171,1920,Commissioning editor,6/17/1997,f75033d4a8b25b372a780b8fe499a8ef,1386024397,54.942725,-132.236891,1
302096,10/13/2020 5:15,3.51362E+15,fraud_Kunde-Sanford,misc_net,3.74,Amber,Perez,F,954 Reyes Ways,Fulton,SD,57340,43.7588,-97.8712,355,Financial adviser,6/26/1955,dc62787855846e374dc82a9e291d4350,1381641322,44.440975,-98.751963,0
480763,12/15/2020 4:39,1.8004E+14,fraud_Miller-Hauck,grocery_pos,308.23,Mary,Schmidt,F,022 Moore Island,New York City,NY,10162,40.7699,-73.9511,1577385,Audiological scientist,12/29/1957,4f00c663533435c8c732d02681792a6d,1387082381,41.763902,-74.740054,1
342201,10/31/2020 8:25,4.1714E+15,fraud_Goldner-Lemke,entertainment,137.87,Ashley,Mcdonald,F,3160 Tina Estates Suite 234,Marietta,SC,29661,35.0296,-82.5136,5648,Museum/gallery exhibitions officer,10/6/1934,3101c39017740e550c4c6ebd5dcf786c,1383207919,34.884568,-81.62694,0
337088,10/28/2020 9:29,6.76282E+11,fraud_Heidenreich PLC,grocery_pos,312.69,Alicia,Bishop,F,222 Freeman Islands,Whigham,GA,39897,30.8836,-84.3246,3430,"Editor, commissioning",3/25/1950,fb3fd70442e69ed96c189bf7194ec108,1382952589,31.269505,-84.18191,1
62515,7/13/2020 2:28,6.76314E+11,fraud_Reichel Inc,entertainment,536.63,Ellen,Carrillo,F,9431 Amanda Mills,Odessa,MO,64076,38.9829,-93.9757,9512,Clinical research associate,12/31/1972,6feed04cec681248e35a98753e67e789,1373682516,38.866562,-92.984121,1
213620,9/4/2020 23:26,3.55041E+15,fraud_Welch Inc,misc_net,677.77,Morgan,James,F,742 Sellers Ferry,Lexington,KY,40502,38.0174,-84.4854,296965,Software engineer,12/30/1962,d6d0a2a41f87898f6fcdd0567938ca28,1378337160,37.650845,-84.899474,1
66633,7/14/2020 3:38,4.29E+18,fraud_Kutch-Hegmann,grocery_net,19.46,Jeffrey,Smith,M,135 Joseph Mountains,Sula,MT,59871,45.8433,-113.8748,218,"Therapist, horticultural",8/16/1995,24a6c33891f714076df5b049d53aa671,1373773093,45.779801,-114.216081,0
312276,10/18/2020 7:22,3.78858E+14,fraud_Kutch LLC,gas_transport,8.65,Debra,Eaton,F,72743 Brian Run,Paradise Valley,AZ,85253,33.5494,-111.9565,17047,Building surveyor,1/29/1935,35b5cec63b1418f0b7d048a7a3faee29,1382080929,33.202601,-111.195696,1
243321,9/17/2020 15:21,3.42952E+14,fraud_Mohr Inc,shopping_pos,896.61,Kayla,Jones,F,6033 Young Track Suite 804,East Canaan,CT,6024,42.0158,-73.2913,647,Comptroller,9/26/1987,d066205ad81a53cf64c4d908dc518699,1379431316,42.650337,-72.901629,1
282268,10/4/2020 22:36,3.05109E+13,fraud_Kerluke-Abshire,shopping_net,1098.48,Frederick,Robinson,M,1125 Ray Track,Livonia,MI,48154,42.3958,-83.3772,96942,Horticultural consultant,4/1/1965,d0951132c8d363a68ea19380335f6b01,1380926207,41.418485,-83.502283,1
519228,12/23/2020 13:20,3.52182E+15,fraud_Brown Inc,kids_pets,53.47,Wayne,Marsh,M,172 Leonard Island,Dumont,CO,80436,39.7532,-105.6356,565,Mental health nurse,8/27/1978,6200ed856c9a71d7606298c237ab6db5,1387804840,40.287548,-106.219732,0
185200,8/25/2020 1:14,4.51E+18,fraud_Bogisich-Homenick,misc_net,764.01,Monica,Cohen,F,864 Reynolds Plains,Uledi,PA,15484,39.8936,-79.7856,328,Tree surgeon,7/25/1983,f5a38fffa01c5ab0bd04a5214e874261,1377393298,40.004636,-79.921253,1
241058,9/16/2020 3:06,3.56418E+15,fraud_Thiel PLC,misc_pos,2.28,Brenda,Johnson,F,56160 Nicholas Isle,Norwich,OH,43767,39.9934,-81.8024,1443,Research scientist (medical),3/4/1962,2102ef17ab03244f41e5ec9e1670c2d4,1379300787,40.916736,-81.94255,0
91664,7/22/2020 22:52,4.19574E+12,fraud_Jast Ltd,shopping_net,993.91,Benjamin,Robinson,M,0701 John Ranch,Portland,OR,97210,45.5303,-122.7033,841711,"Engineer, building services",4/4/1963,6bf65abccea83315a328da17fbd55642,1374533520,45.551237,-123.655281,1
467781,12/12/2020 22:35,3.59636E+15,fraud_Jast Ltd,shopping_net,768.45,David,Everett,M,4138 David Fall,Morrisdale,PA,16858,41.0001,-78.2357,3688,Advice worker,5/27/1973,475d1afb1ac28118151d7f3010e34755,1386887701,41.534011,-78.56051,1
98912,7/26/2020 3:42,3.80144E+13,fraud_Barton Inc,grocery_pos,301.59,Sonya,Jensen,F,4470 Jillian Courts,Adams,WI,53910,43.8967,-89.8219,3508,Sport and exercise psychologist,8/11/1946,8642e50194a0a6d3d79acc3711b62f90,1374810162,43.652973,-89.565747,1
282235,10/4/2020 22:23,3.47399E+14,fraud_Homenick LLC,personal_care,17.05,Stephanie,Allen,F,13128 Hall Station Suite 588,Seligman,MO,65745,36.5276,-93.9359,2693,"Engineer, biomedical",2/5/1968,2e6170d0971fd9acf99b0d6c64792006,1380925434,36.586861,-93.020896,1
361911,11/8/2020 22:26,6.30469E+11,fraud_Satterfield-Lowe,travel,7.15,Meredith,Ayala,F,7107 Henderson Station,Cascade Locks,OR,97014,45.671,-121.8686,1288,Barrister,5/1/1936,8df38cef2b0defa87c615ad3372be23b,1383949617,45.108681,-121.336001,1
200268,8/30/2020 22:16,6.59674E+15,fraud_Boyer-Reichert,shopping_net,1169.13,Spencer,Williams,M,1145 Tony Drive Suite 080,Watertown,MN,55388,44.9595,-93.8482,5619,Licensed conveyancer,1/15/1959,6c7a8c3c1a2110dbde36255927cb3abc,1377900966,44.92971,-93.895188,1
405160,11/27/2020 23:55,6.76276E+11,fraud_Mante Group,misc_net,836.06,Edward,Hensley,M,24318 Dixon Mills,Elk Rapids,MI,49629,44.8955,-85.4082,2223,Chief Financial Officer,1/18/1986,93890bb392dbc35874e9f405555e03e5,1385596515,44.738191,-84.834297,1
7928,6/23/2020 13:46,4.74071E+15,"fraud_Wuckert, Wintheiser and Friesen",home,149.37,Heather,Hines,F,13776 Hicks Plains,Pomona,NY,10970,41.1901,-74.0436,9993,Pensions consultant,10/16/1962,c9c006a1b9db4bf06ea3ece1a37d1f7d,1371995184,41.145833,-73.982259,0
467739,12/12/2020 22:19,4.60707E+15,fraud_Skiles LLC,home,230.99,Brenda,Perez,F,033 Tara Brook Suite 523,Coyle,OK,73027,35.8985,-97.2607,1493,Amenity horticulturist,3/21/1985,d65b2a2334591a29b5110306ba39712c,1386886758,36.568076,-97.975869,1
405252,11/28/2020 1:15,3.51351E+15,fraud_Conroy-Cruickshank,gas_transport,7.95,Sarah,Adams,F,5654 Peterson Land,Ridgeland,MS,39157,32.4122,-90.1207,24645,"Scientist, clinical (histocompatibility and immunogenetics)",5/29/1966,714d4f1b3449e61faf11cd6259af8003,1385601332,32.718208,-89.585089,1
473895,12/14/2020 2:12,1.80065E+14,"fraud_Parker, Nolan and Trantow",entertainment,21.74,Patricia,Gonzalez,F,8973 Mark Drive,Stephensport,KY,40170,37.9048,-86.524,344,Chartered public finance accountant,3/30/1967,aa7d04a3d1f2ba2dfcec0418cb3d0fed,1386987132,37.62387,-87.408012,0
260078,9/25/2020 2:18,4.42781E+12,fraud_Rutherford-Mertz,grocery_pos,251.36,Michelle,Rodriguez,F,1742 Brandon Squares Apt. 461,Ruidoso,NM,88355,33.3305,-105.6933,8874,Licensed conveyancer,8/16/2000,776a1a4ddd1eef88d82c24c1010fe8cd,1380075500,32.791126,-104.919269,1
23366,6/29/2020 9:28,2.13174E+14,"fraud_Kutch, Hermiston and Farrell",gas_transport,48.1,James,Bishop,M,7055 Fernandez Estates Apt. 676,Cecilton,MD,21913,39.4015,-75.8654,663,Podiatrist,1/14/1969,417b4d0e9475bf609bb8e1ba3bef3c99,1372498139,38.978742,-75.509594,0
188487,8/25/2020 22:39,3.50137E+15,fraud_Auer-West,shopping_net,965.6,Danielle,Allen,F,87198 Macias Drive Suite 389,Loving,NM,88256,32.274,-104.0914,1925,Educational psychologist,5/26/1952,23a37d907f9ccd33a29aea54b2c1d5b1,1377470361,32.18641,-104.314291,1
227708,9/10/2020 22:23,4.17395E+15,fraud_Predovic Inc,shopping_net,1067.46,Stephen,Marshall,M,47144 Roberts Keys,Monmouth Beach,NJ,7750,40.333,-73.9809,3279,Health promotion specialist,10/5/1978,9356130a50164f1227c8f324e5e3ccd7,1378851823,40.653786,-73.112853,1
213669,9/4/2020 23:54,3.55041E+15,"fraud_Mosciski, Ziemann and Farrell",shopping_net,1113.85,Morgan,James,F,742 Sellers Ferry,Lexington,KY,40502,38.0174,-84.4854,296965,Software engineer,12/30/1962,388d8fa9368497e8f2943600d6276279,1378338880,38.913846,-83.831596,1
307797,10/15/2020 23:00,3.52706E+15,"fraud_Towne, Greenholt and Koepp",shopping_net,908.98,Amanda,Alexander,F,21810 James Mall,Camden,TX,75934,30.9,-94.7547,99,Colour technologist,11/21/1965,f5734f41ee6d1da587fac82c3c9d6101,1381878011,31.074232,-95.508486,1
129238,8/4/2020 22:11,4.72567E+15,fraud_Schumm PLC,shopping_net,918.58,Alex,White,M,874 Fred Knolls Apt. 609,Orient,NY,11957,41.1437,-72.2879,743,Video editor,9/19/1968,72b28ca88355fea9e986f03a576d39c6,1375654312,40.680353,-73.043091,1
18487,6/27/2020 22:39,3.57339E+15,fraud_Zboncak LLC,food_dining,135.82,Stephanie,Murphy,F,526 Stacy Walks,Barnard,SD,57426,45.7205,-98.5534,63,Systems developer,10/30/1969,c3ba6123277e80c42c5190ddd6867c37,1372372747,45.419993,-97.823968,1
190468,8/26/2020 22:28,5.83699E+11,"fraud_Daugherty, Pouros and Beahan",shopping_pos,984.45,Jennifer,Jones,F,5572 Kelly Plains Apt. 952,Waupaca,WI,54981,44.3481,-89.1101,15426,"Engineer, civil (contracting)",7/22/1936,c2fa72b18a5099519fb62325213bdc87,1377556098,44.561139,-89.569509,1
269981,9/29/2020 3:13,1.80047E+14,fraud_Cummings LLC,gas_transport,63.67,Erika,Mason,F,083 Karen Island Apt. 656,Goreville,IL,62939,37.575,-88.9655,3119,"Teacher, secondary school",4/17/1942,cdf9ea9645a8a99b291a0052aabba5fd,1380424394,37.746479,-88.940441,0
458306,12/10/2020 9:54,3.0082E+13,fraud_Bogisich-Homenick,misc_net,586.34,Kathleen,Thompson,F,199 Patterson Fords Apt. 132,Naples,FL,34112,26.1184,-81.7361,276002,"Pilot, airline",6/23/1934,a4489a4db4f4edb8987d9341a89a4ca1,1386669278,26.041363,-80.950053,0
308400,10/16/2020 8:14,4.90468E+15,fraud_Luettgen PLC,gas_transport,49.16,Lisa,Lowe,F,574 David Locks Suite 207,Cottekill,NY,12419,41.8467,-74.1038,722,Comptroller,10/19/1990,826ce22f36799efc2ebe377a4b3b04e7,1381911259,41.141258,-74.102878,0
